WNB0008.0+7857    0  8  0.14  78 57 59.8   0 10 48.16  79 14 40.9  S        14      13    0   0   0  2.5 WNP80_000
WNB0008.4+8756    0  8 25.66  87 56 38.2   0 12 30.69  88 13 19.1  S        55      71   65  57  12  2.0 WNP90_000
WNB0008.4+7751    0  8 28.27  77 51 17.3   0 11 15.57  78  7 58.3  S        36      41    0   0   0  2.4 WNP80_000
WNB0008.6+8250    0  8 38.66  82 50 54.8   0 11 36.44  83  7 35.8  S        29      27    0   0   0  2.1 WNP85_000
WNB0008.6+7718    0  8 39.82  77 18  7.9   0 11 26.75  77 34 48.9  S        29      29    0   0   0  2.5 WNP75_000
WNB0008.7+7827    0  8 43.08  78 27  0.5   0 11 31.47  78 43 41.4  S        56      85   81  54  82  2.4 WNP80_000
WNB0008.7+8027    0  8 44.84  80 27 55.1   0 11 36.55  80 44 36.1  S       117     117    0   0   0  2.1 WNP80_000
WNB0008.7+8036    0  8 45.27  80 36 33.4   0 11 37.28  80 53 14.3  S        83      94   60  54  54  2.1 WNP80_000
WNB0008.7+7715    0  8 47.48  77 15 34.5   0 11 34.54  77 32 15.5  S        33      47   66  63  79  2.5 WNP75_000
WNB0008.7+7653    0  8 47.98  76 53 37.5   0 11 34.65  77 10 18.5  S        13      20    0   0   0  2.4 WNP75_000
WNB0008.8+7702    0  8 51.83  77  2 27.5   0 11 38.74  77 19  8.4  S        16      22    0   0   0  2.4 WNP75_000
WNB0009.2+7617    0  9 14.88  76 17  8.4   0 12  1.49  76 33 49.3  S        13      16    0   0   0  2.3 WNP75_000
WNB0009.3+8526    0  9 20.90  85 26 31.6   0 12 36.10  85 43 12.4  M       809    1605   90  64  10  2.1 WNP85_000
WNB0009.3+8526A   0  9 18.72  85 26  8.4   0 12 33.72  85 42 49.2  C       632     709   61  53  21  2.1 WNP85_000
WNB0009.3+8526B   0  9 22.79  85 26 49.9   0 12 38.16  85 43 30.7  C       809     895    0   0   0  2.1 WNP85_000
WNB0009.4+8347    0  9 24.63  83 47 16.0   0 12 28.40  84  3 56.8  S        20      16    0   0   0  2.1 WNP85_000
WNB0009.7+8254    0  9 44.53  82 54 31.1   0 12 45.20  83 11 11.8  S        24      27    0   0   0  2.2 WNP85_000
WNB0009.8+7543    0  9 52.93  75 43 31.8   0 12 39.75  76  0 12.5  S        31      37    0   0   0  2.3 WNP75_000
WNB0010.1+8456    0 10  8.44  84 56 44.9   0 13 22.07  85 13 25.5  S        82      83    0   0   0  1.9 WNP85_000
WNB0010.3+7732    0 10 22.06  77 32  6.2   0 13 11.54  77 48 46.8  S      4469    4517    0   0   0  2.5 WNP75_000
WNB0010.5+8152    0 10 30.56  81 52 43.0   0 13 29.28  82  9 23.5  S        20      34   92  53 132  2.0 WNP80_000
WNB0010.5+7739    0 10 34.83  77 39 12.9   0 13 24.77  77 55 53.5  S        15      13    0   0   0  2.4 WNP75_000
WNB0010.8+8344    0 10 50.52  83 44 32.6   0 13 58.03  84  1 13.1  S       222     224    0   0   0  2.1 WNP85_000
WNB0010.8+8822    0 10 52.63  88 22 45.5   0 15 57.68  88 39 25.7  S        14      12    0   0   0  1.8 WNP90_000
WNB0010.8+7838    0 10 53.48  78 38 25.7   0 13 45.37  78 55  6.2  S        14      12    0   0   0  2.4 WNP80_000
WNB0010.9+8408    0 10 58.47  84  8 39.2   0 14  8.83  84 25 19.6  S       424     407    0   0   0  2.0 WNP85_000
WNB0010.9+8018    0 10 58.73  80 18 41.3   0 13 54.06  80 35 21.7  S        52      52    0   0   0  2.1 WNP80_000
WNB0010.9+7730    0 10 58.83  77 30 16.8   0 13 49.10  77 46 57.3  S        13      10    0   0   0  2.5 WNP75_000
WNB0011.0+7633    0 11  0.14  76 33 28.6   0 13 49.21  76 50  9.1  S        27      58  103  62 168  2.3 WNP75_000
WNB0011.1+7602    0 11  8.65  76  2 39.5   0 13 57.29  76 19 20.0  S        34      38    0   0   0  2.3 WNP75_000
WNB0011.1+8623    0 11 11.02  86 23 22.6   0 14 47.21  86 40  2.9  S        11      15    0   0   0  2.3 WNP85_000
WNB0011.2+8037    0 11 12.53  80 37 21.7   0 14  9.03  80 54  2.1  S        15      20    0   0   0  2.1 WNP80_000
WNB0011.2+7528    0 11 14.35  75 28 57.3   0 14  2.49  75 45 37.7  S        56      82   75  58 101  2.3 WNP75_000
WNB0011.4+7658    0 11 24.38  76 58  9.1   0 14 14.49  77 14 49.5  S       128     142   62  52 161  2.4 WNP75_000
WNB0011.4+7922    0 11 26.70  79 22  2.8   0 14 20.77  79 38 43.1  M        28      82  160  54  26  2.4 WNP80_000
WNB0011.4+7922A   0 11 14.84  79 21 13.3   0 14  8.57  79 37 53.7  C        28      43   85  54 177  2.4 WNP80_000
WNB0011.4+7922B   0 11 42.39  79 23 13.0   0 14 36.91  79 39 53.3  C        22      38   88  56   6  2.4 WNP80_000
WNB0011.4+8218    0 11 26.90  82 18 45.3   0 14 29.20  82 35 25.6  S        95      97    0   0   0  2.2 WNP80_000
WNB0011.4+8510    0 11 27.77  85 10 36.9   0 14 48.28  85 27 17.2  S       262     266    0   0   0  2.0 WNP85_000
WNB0011.5+7550    0 11 35.72  75 50 46.7   0 14 24.68  76  7 27.1  S        49      56    0   0   0  2.3 WNP75_000
WNB0011.6+8010    0 11 36.95  80 10 49.2   0 14 33.08  80 27 29.5  M        19      38  125  47  78  2.1 WNP80_000
WNB0011.6+8010A   0 11 23.62  80 10 44.3   0 14 19.37  80 27 24.7  C        19      25    0   0   0  2.1 WNP80_000
WNB0011.6+8010B   0 12  3.15  80 11  0.2   0 15  0.04  80 27 40.4  C        14      12    0   0   0  2.1 WNP80_000
WNB0011.8+8433    0 11 50.37  84 33 38.9   0 15  6.49  84 50 19.1  S        53      49    0   0   0  1.9 WNP85_000
WNB0012.0+7500 p  0 12  2.77  75  0 37.1   0 14 51.32  75 17 17.3  S        32      34    0   0   0  2.4 WNP75_000
WNB0012.0+8204    0 12  4.94  82  4  8.5   0 15  7.69  82 20 48.6  S        52      57    0   0   0  2.1 WNP80_000
WNB0012.1+8113    0 12  7.10  81 13 23.6   0 15  7.01  81 30  3.8  S         9      11    0   0   0  2.0 WNP80_000
WNB0012.3+7815    0 12 18.59  78 15 30.3   0 15 11.88  78 32 10.5  S        35      47   67  58 178  2.4 WNP80_000
WNB0012.4+7640    0 12 29.27  76 40 12.7   0 15 20.34  76 56 52.8  S        20      17    0   0   0  2.3 WNP75_000
WNB0012.4+8656    0 12 29.70  86 56  8.3   0 16 25.98  87 12 48.2  S        19      16    0   0   0  2.3 WNP85_000
WNB0012.5+7739    0 12 32.20  77 39 56.6   0 15 24.81  77 56 36.7  S      1462    1483    0   0   0  2.4 WNP75_000
WNB0012.6+8109    0 12 40.70  81  9 40.3   0 15 41.50  81 26 20.3  S        17      15    0   0   0  2.0 WNP80_000
WNB0012.6+7550    0 12 40.82  75 50 51.9   0 15 31.05  76  7 31.9  S       109     119   59  55 137  2.3 WNP75_000
WNB0012.6+7729    0 12 41.25  77 29 43.9   0 15 33.79  77 46 23.9  S       357     412   62  55 162  2.5 WNP75_000
WNB0012.8+7539    0 12 48.34  75 39  3.9   0 15 38.48  75 55 43.9  S        55      68   61  60  60  2.3 WNP75_000
WNB0012.9+8135    0 12 54.90  81 35 54.7   0 15 57.65  81 52 34.6  S        11      17    0   0   0  2.0 WNP80_000
